name,brand,category,price,cost,imageUrl,description,material,colors,tags,XS,S,M,L,XL,XXL,status
Jean Flare 712,Sail,Jeans,110040,55020,https://cdn.shopify.com/s/files/1/0626/3681/8625/files/38010851_JEAN_FLARE_712_CELESTE_01_94ba4da4-4e34-41fd-8357-d6e474f8fe0d.png?v=1763578868,"Jean flare crop tiro alto, celeste con localizado. Posee 5 bolsillos y ruedo al corte. Composición: 70% algodón - 25,5% poliéster - 3% rayón - 1,5% elastano Referencia de talle: La modelo mide 1,72m y está usando talle S.","70% algodón - 25,5% poliéster - 3% rayón - 1,5% elastano","[{""name"":""Celeste"",""sizes"":{""23"":7,""24"":5,""25"":3,""26"":4,""28"":4,""30"":9,""32"":8,""34"":7,""36"":9}}]","denim,hotsale26,jean,jeanss26,lanzamiento,navidad25,verano26",7,5,3,4,4,9,active
Jean Recto Blanco 310,Sail,Jeans,134400,67200,https://cdn.shopify.com/s/files/1/0626/3681/8625/files/38010110_JEAN_RECTO_BLANCO_310_BLANCO_01-Veronica-Light_Studio_1.png?v=1763471333,"Jean recto blanco tiro alto, 5 bolsillos, con leve elastizado. Posee hilos al tono, avíos metálicos niquel opaco y badana color suela. Composición: 70% algodón - 25,5% poliéster - 3% rayón - 1,5% elastano Referencia de talle: La modelo mide 1,72m y está usando talle S.","70% algodón - 25,5% poliéster - 3% rayón - 1,5% elastano","[{""name"":""Blanco"",""sizes"":{""S"":6,""M"":8,""L"":5,""XL"":16}}]","denim,jean,jeanss26,lanzamiento,navidad25,oportunidades25,verano26",0,6,8,5,16,0,active
Jean Boyfriend 525,Sail,Jeans,132300,66150,https://cdn.shopify.com/s/files/1/0626/3681/8625/files/38010651_JEAN_BOYFRIEND_525_CELESTE_01_e2414eb9-a48d-4b87-bb8b-d9b2cb183432.png?v=1763578688,"Jean Boyfriend rígido tiro alto con desgaste en bolsillos y ruedo irregular al corte. Posee cintura angosta, 5 bolsillos. Composición: 100% Algodón Referencia de talle: La modelo mide 1,72m y está usando talle S.",100% Algodón,"[{""name"":""Celeste"",""sizes"":{""23"":11,""24"":3,""25"":7,""26"":5,""28"":3,""30"":4,""32"":4,""34"":6,""36"":8}}]","denim,jean,jeanss26,lanzamiento,navidad25,oportunidades25,verano26",11,3,7,5,3,4,active
Jean Oxford 830,Sail,Jeans,131040,65520,https://cdn.shopify.com/s/files/1/0626/3681/8625/files/37011051_JEAN_830_CELESTE_06.jpg?v=1748981423,"Jean oxford de tiro alto confeccionado en denim stretch, ideal para estilizar la silueta sin resignar comodidad. Su calce entallado hasta la rodilla y su pierna levemente amplia logran un look favorecedor y versátil, perfecto para usar de día o de noche. Presenta lavado celeste, cinco bolsillos funcionales y recorte en delantero que aporta un detalle diferencial al diseño. El tajo en botamanga con ruedo al corte suma movimiento y un toque moderno que realza su estilo. Además, el agua utilizada en el proceso de lavado y teñido fue especialmente tratada para reducir el impacto ambiental. Detalles Jean oxford Tiro alto Denim stretch Lavado celeste Cinco bolsillos funcionales Recorte en delantero Tajo en botamanga Ruedo al corte Calce cómodo y favorecedor Composición 65,5% Algodón - 29% Poliéster - 3,5% Rayón - 2% Elastano Cuidados Lavar a máquina con agua fría Lavar del revés y con colores similares No usar lavandina No dejar en remojo No usar secadora Plancha tibia si es necesario Secar a la sombra Referencia de talle La modelo mide 1,72 m y usa talle 26.","65,5% Algodón - 29% Poliéster - 3,5% Rayón - 2% Elastano","[{""name"":""Celeste"",""sizes"":{""23"":4,""24"":6,""25"":10,""26"":8,""28"":6,""30"":10,""32"":5,""34"":3,""36"":10}}]","delfi,denim,hotsale26,jean,winter25",4,6,10,8,6,10,active
Jean Wide Leg 905,Sail,Jeans,114960,57480,https://cdn.shopify.com/s/files/1/0626/3681/8625/files/WIDE_LEG_905.jpg?v=1751048694,"Jean wide leg de tiro alto confeccionado en denim rígido 100% algodón, ideal para lograr un look moderno y relajado. Su silueta amplia aporta comodidad y movimiento, mientras que el lavado azul claro con efecto localizado le da un acabado auténtico y urbano. Cuenta con cinco bolsillos funcionales y detalles metálicos que elevan el diseño con un toque distintivo. Una prenda versátil para combinar con sweaters, camisas o remeras básicas durante toda la temporada. Además, el agua utilizada en el proceso de lavado y teñido fue especialmente tratada para reducir el impacto ambiental. Detalles Jean wide leg Tiro alto Denim rígido Lavado azul claro localizado Cinco bolsillos funcionales Avíos metálicos color oro rosa Calce amplio y cómodo Composición 100% Algodón Cuidados Lavar a máquina con agua fría Lavar del revés y con colores similares No usar lavandina Puede desteñir en los primeros lavados Plancha tibia No usar secadora Secar a la sombra Referencia de talle La modelo mide 1,72 m y usa talle 28. Podés encontrar la tabla de talles específica de este jean dentro de las fotos del producto.",100% Algodón,"[{""name"":""Azul"",""sizes"":{""23"":11,""24"":3,""25"":10,""26"":11,""28"":9,""30"":11,""32"":4,""34"":6,""36"":5}}]","denim,hotsale26,jean",11,3,10,11,9,11,active
Jean Wide Leg Miranda,Sail,Jeans,100700,50350,https://cdn.shopify.com/s/files/1/0626/3681/8625/files/37010114_JEAN_WIDE_LEG_MIRANDA_BEIGE_06_1_3.jpg?v=1749483268,"Jean tiro alto wide leg con bolsillos cargo. Un diseño amplio y relajado con un ajuste cómodo en la cintura y caída suelta en la pierna. Posee bolsillos laterales tipo cargo con solapa, además de los clásicos bolsillos delanteros y traseros. Composición: 100% Algodón. Referencia de talle: La modelo mide 1,72 m y usa talle 26. Podés encontrar la guía de talles específica en la última foto del carrousel.",100% Algodón.,"[{""name"":""Beige"",""sizes"":{""23"":4,""24"":5,""25"":4,""26"":7,""28"":7,""30"":6,""32"":5,""34"":5,""36"":7}},{""name"":""Verde Inglés"",""sizes"":{""23"":3,""24"":6,""25"":4,""26"":3,""28"":7,""30"":4,""32"":5,""34"":5,""36"":3}}]","denim,essential,jean,pantalon,winter25",7,11,8,10,14,10,active
Jean Bootcut 610,Sail,Jeans,104880,52440,https://cdn.shopify.com/s/files/1/0626/3681/8625/files/37010450_JEAN_610_AZUL_07.jpg?v=1749139937,"Jean bootcut de tiro alto confeccionado en denim elastizado, diseñado para brindar un calce cómodo y favorecedor que acompaña la silueta. Su corte levemente oxford estiliza las piernas y aporta un look versátil, ideal para usar todos los días. Presenta lavado azul medio con efecto localizado que le da un acabado auténtico y moderno. Cuenta con cinco bolsillos funcionales y avíos metálicos en color níquel opaco que completan el diseño con un detalle sutil. Además, el agua utilizada en el proceso de lavado y teñido fue especialmente tratada para reducir el impacto ambiental. Detalles Jean bootcut Tiro alto Denim elastizado Lavado azul medio localizado Calce cómodo y favorecedor Cinco bolsillos funcionales Avíos metálicos color níquel opaco Pierna levemente oxford Composición 70% Algodón - 25,5% Poliéster - 3% Rayón - 1,5% Elastano Cuidados Lavar a máquina con agua fría Lavar del revés y con colores similares No usar lavandina No usar secadora Plancha tibia Secar a la sombra Puede desteñir en los primeros lavados Referencia de talle: La modelo mide 1.72 m y usa talle 26.","70% Algodón - 25,5% Poliéster - 3% Rayón - 1,5% Elastano","[{""name"":""Azul"",""sizes"":{""23"":5,""24"":7,""25"":9,""26"":3,""28"":10,""30"":11,""32"":6,""34"":7,""36"":5}}]","delfi,denim,hotsale26,jean",5,7,9,3,10,11,active
Jean Skinny 109,Sail,Jeans,82950,41475,https://cdn.shopify.com/s/files/1/0626/3681/8625/files/37010701_JEAN_109_NEGRO_08.jpg?v=1748981374,"Jean skinny tiro alto confeccionado en denim negro stretch, diseñado para adaptarse al cuerpo con comodidad y realzar la silueta. Su calce ajustado y favorecedor lo convierte en un básico versátil, ideal para usar tanto de día como de noche. Cuenta con cinco bolsillos funcionales y avíos metálicos en negro mate que aportan un acabado moderno y minimalista. Su tono negro intenso y diseño limpio permiten combinarlo fácilmente con todo tipo de prendas y estilos. El agua utilizada en el proceso de lavado y teñido de este jean fue especialmente tratada para garantizar el menor impacto posible. Detalles Jean skinny Tiro alto Denim stretch Cinco bolsillos funcionales Avíos metálicos negro mate Calce cómodo y ajustado Diseño clásico y versátil Composición 65,5% Algodón, 29% Poliéster, 3,5% Rayón, 2% Elastano Cuidados Lavar del revés con agua fría No usar lavandina No dejar en remojo Secar a la sombra Plancha tibia si es necesario Referencia de talle La modelo mide 1,72 m y usa talle 26.","65,5% Algodón, 29% Poliéster, 3,5% Rayón, 2% Elastano","[{""name"":""Negro"",""sizes"":{""23"":5,""24"":9,""25"":6,""26"":3,""28"":13,""30"":16,""32"":5,""34"":15,""36"":4}}]","delfi,denim,hotsale26,jean",5,9,6,3,13,16,active
Jean Recto Diana,Sail,Jeans,78600,39300,https://cdn.shopify.com/s/files/1/0626/3681/8625/files/35010250JEANRECTODIANAAZUL06.jpg?v=1749036199,"Jean de mujer recto tiro medio Este pantalón es localizado y tiene desgaste en ruedos y bolsillos. Largo completo hasta el tobillo. Composición: 100% Algodón. Sin elastano. Información sobre el talle: El Jean Diana no tiene spandex ni elasticidad, por lo que puede sentirse más ajustado si estás acostumbrada a jeans elastizados. * Se recomienda revisar la guía de talles incluida en las imágenes (es específica para este modelo). Las imágenes incluyen fotos del calce real y una tabla detallada con medidas de cintura, cadera y largo total. Referencia de talle: La modelo mide 1,77m y está usando un talle 25.",100% Algodón. Sin elastano.,"[{""name"":""Azul"",""sizes"":{""23"":9,""24"":4,""25"":14,""26"":14,""28"":11,""30"":8,""32"":5,""34"":16,""36"":13}}]","Básicos,delfi,denim,invierno24,jean,jeandiscontinuo,oportunidades,oportunidades25,pantalonsale,seleccionados",9,4,14,14,11,8,active
Jean Flare Blanco Dora,Sail,Jeans,81900,40950,https://cdn.shopify.com/s/files/1/0626/3681/8625/files/36010210_JEAN_FLARE_BLANCO_DORA_06_b321f2b1-776c-44d0-8436-24208c6eff44.jpg?v=1749558702,"Este modelo tiene un tiro alto y un calce entallado en la zona de la cintura y cadera, con una abertura sutil en la botamanga. Gracias a su composición con elastano, el calce es más flexible que en los modelos 100% algodón. Guía de talles específica disponible entre las imágenes del producto. Incluye medidas detalladas de cintura, cadera y largo para cada talle. Composición: algodón - elastano. Referencia de talle: La modelo mide 1,65m y está usando talle S.",algodón - elastano.,"[{""name"":""Blanco"",""sizes"":{""S"":8,""M"":19,""L"":21,""XL"":12}}]","delfi,denim,jean,jeandiscontinuo,oportunidades,oportunidades25,pantalon,pantdiscontinuo,verano25",0,8,19,21,12,0,active
Jean Recto Roberta,Sail,Jeans,115500,57750,https://cdn.shopify.com/s/files/1/0626/3681/8625/files/36010550JEANRECTOROBERTAAZUL08.jpg?v=1748982265,"Jean 5 bolsillos tiro medio al tobillo con detalles de lavado localizado. Composición: 97% Algodón - 3% Elastano. Referencia de talle: La modelo mide 1,65m y está usando talle 23.",97% Algodón - 3% Elastano.,"[{""name"":""Azul"",""sizes"":{""23"":9,""24"":5,""25"":10,""26"":6,""28"":11,""30"":10,""32"":5,""34"":6,""36"":4}}]","delfi,denim,jean,jeandiscontinuo,oportunidades,oportunidades25,pantalonsale,verano25",9,5,10,6,11,10,active
Jean Boyfriend Melanie,Sail,Jeans,94500,47250,https://cdn.shopify.com/s/files/1/0626/3681/8625/files/Fotos_Shopify_Chaleco_y_jean.png?v=1748982246,Jean 5 bolsillos tiro medio con detalles de lavado localizado. Composición: Algodón. Podés encontrar la guía de talles específica en la última foto del carrousel.,Algodón.,"[{""name"":""Celeste"",""sizes"":{""23"":12,""24"":6,""25"":3,""26"":7,""28"":11,""30"":15,""32"":8,""34"":11,""36"":7}}]","delfi,denim,jean,jeandiscontinuo,oportunidades,oportunidades25,pantalonsale,verano25",12,6,3,7,11,15,active
Jean Skinny Albina,Sail,Jeans,79700,39850,https://cdn.shopify.com/s/files/1/0626/3681/8625/files/35010651JEANSKINNYALBINACELESTE05.jpg?v=1748982584,"Jean skinny 5 bolsillos, tiro alto con roturas. Composición: 98% Algodón - 2% Elastano. Referencia de talle: La modelo está usando talle 26. Cuenta con guía de talles específica del artículo en la última imagen del carrousel.",98% Algodón - 2% Elastano.,"[{""name"":""Celeste"",""sizes"":{""23"":5,""24"":11,""25"":15,""26"":5,""28"":16,""30"":13,""32"":3,""34"":13,""36"":9}}]","delfi,denim,invierno24,jean,jeandiscontinuo,oportunidades,oportunidades25,pantalonsale,seleccionados",5,11,15,5,16,13,active
