name,brand,category,price,cost,imageUrl,description,material,colors,tags,XS,S,M,L,XL,XXL,status
Pantalon Dakota,Sail,Pantalones,94500,47250,https://cdn.shopify.com/s/files/1/0626/3681/8625/files/39030301_PANTALON_DAKOTA_NEGRO_01.jpg?v=1772555341,"fantalón en sarga wide leg tipo sastrero, con elástico en la cintura y bolsillos delanteros. Composición: 100% lyocel Referencia de talles: La modelo mide 1.61m y usa talle S.",100% lyocel,"[{""name"":""Negro"",""sizes"":{""S"":10,""M"":3,""L"":7,""XL"":5}},{""name"":""Azul"",""sizes"":{""S"":6,""M"":7,""L"":8,""XL"":9}},{""name"":""Beige"",""sizes"":{""S"":10,""M"":3,""L"":6,""XL"":10}}]","invierno26,pantalon,sastreria",0,26,13,21,24,0,active
Pantalon Bianca,Sail,Pantalones,50715,25358,https://cdn.shopify.com/s/files/1/0626/3681/8625/files/39021119PANTALONBIANCABISCOTTI01.jpg?v=1772025362,"Pantalón de lanilla tipo oxford de tiro medio, ideal para sumar comodidad y estilo a los looks de todos los días. Confeccionado en tejido suave, liviano y confortable, se adapta al cuerpo con un calce cómodo que acompaña el movimiento sin perder su caída. Cuenta con cintura elastizada que brinda mejor ajuste y practicidad, mientras que su silueta oxford estiliza la figura y aporta un toque relajado y moderno. Perfecto para combinar con sweaters, remeras o camisas en outfits casuales, urbanos o comfy. Detalles Pantalón de lanilla Tiro medio Cintura elastizada Silueta oxford Calce cómodo y favorecedor Tejido suave y confortable Ideal para uso diario Composición Poliéster - Rayón - Elastano Cuidados Lavar a mano o en ciclo delicado con agua fría No usar lavandina No usar secadora Secar extendido a la sombra Plancha suave del revés si es necesario No retorcer Referencia de talle La modelo mide 1,71 m y usa talle M.",Poliéster - Rayón - Elastano,"[{""name"":""Biscotti"",""sizes"":{""S"":15,""M"":10,""L"":12}},{""name"":""Azul"",""sizes"":{""S"":3,""M"":16,""L"":15}}]","Active,hotsale26,invierno26,pantalon",0,18,26,27,0,0,active
Pantalon Valeria,Sail,Pantalones,45360,22680,https://cdn.shopify.com/s/files/1/0626/3681/8625/files/20250925_SAIL_SS26_ECOM_DIA_317574.jpg?v=1764614109,"Pantalón de bengalina estampada tipo calza, ideal para sumar un look moderno y canchero sin resignar comodidad. Su silueta ajustada acompaña el cuerpo y realza la figura, mientras que el tejido elastizado brinda un calce cómodo para usar durante todo el día. Presenta bolsillos traseros que aportan un detalle funcional y completan su diseño de líneas limpias. Es una prenda versátil para combinar con remeras, sweaters, camisas o blazers, tanto en outfits casuales como en propuestas más arregladas. Detalles Pantalón de bengalina estampada Tipo calza Calce ajustado y cómodo Tejido elastizado Bolsillos traseros Diseño moderno y versátil Composición 68% Rayón - 28% Nylon - 4% Spandex Cuidados Lavar a mano o en ciclo delicado con agua fría Lavar del revés No usar lavandina No usar secadora Secar a la sombra Plancha suave del revés si es necesario No retorcer Referencia de talle La modelo mide 1,72 m y está usando talle S.",68% Rayón - 28% Nylon - 4% Spandex,"[{""name"":""Negro"",""sizes"":{""S"":16,""M"":5,""L"":6}},{""name"":""Off White"",""sizes"":{""S"":15,""M"":15,""L"":14}}]","hotsale26,lanzamiento,navidad25,oportunidades25,pantalon,pantalonss26,verano26",0,31,20,20,0,0,active
Pantalon Dina,Sail,Pantalones,81480,40740,https://cdn.shopify.com/s/files/1/0626/3681/8625/files/380301_PANTALON_DINA_NEGRO_f18e936a-49d6-453c-b386-8f285ea4124c.png?v=1764614376,"Pantalón cargo con pinzas y elástico en la cintura. Posee botamanga con dobladillo. Composición: Rayón - Viscosa Referencia de talle: La modelo mide 1,72m y está usando talle S.",Rayón - Viscosa,"[{""name"":""Negro"",""sizes"":{""S"":13,""M"":9,""L"":5,""XL"":9}},{""name"":""Blanco"",""sizes"":{""S"":16,""M"":5,""L"":16,""XL"":6}}]","hotsale26,lanzamiento,navidad25,oportunidades25,pantalon,pantalonss26,verano26",0,29,14,21,15,0,active
Pantalón Luisa,Sail,Pantalones,121730,60865,https://cdn.shopify.com/s/files/1/0626/3681/8625/files/Copy_of_IMG_9883.jpg?v=1750365833,"Pantalón sastrero de tiro medio confeccionado en tejido símil angora con diseño escocés, ideal para lograr looks elegantes y modernos. Su calce cómodo con pinzas delanteras aporta estructura y una caída favorecedora, mientras que el largo tobillero suma un toque actual y versátil. El tejido suave con leve elasticidad brinda mayor confort para usarlo tanto en outfits formales como urbanos. Perfecto para combinar con camisas, sweaters o blazers durante toda la temporada. Detalles Pantalón sastrero Tiro medio Estampa escocesa Tejido símil angora Pinzas delanteras Largo tobillero Calce cómodo y estructurado Leve elasticidad Composición 66% Poliéster - 32% Rayón - 2% Elastano Cuidados Lavar a mano o en ciclo delicado con agua fría No usar lavandina No usar secadora Secar a la sombra Plancha suave del revés Limpieza a seco opcional para mejor conservación Referencia de talle: La modelo del color chocolate mide 1.74m y usa talle S. La modelo del color negro mide 1.72m y usa talle S.",66% Poliéster - 32% Rayón - 2% Elastano,"[{""name"":""Chocolate"",""sizes"":{""S"":9,""M"":11,""L"":9,""XL"":4}},{""name"":""Negro"",""sizes"":{""S"":10,""M"":9,""L"":11,""XL"":7}}]","delfi,hotsale26,oportunidades,oportunidades25,pantalon,pantdiscontinuo,sastreria,winter25",0,19,20,20,11,0,active
Pantalón Aida,Sail,Pantalones,102340,51170,https://cdn.shopify.com/s/files/1/0626/3681/8625/files/37020702PANTALONAIDAGRIS08_1.jpg?v=1749481206,"Pantalón de gabardina de tiro alto, ideal para sumar estructura, comodidad y un estilo moderno a los looks de todos los días. Su diseño de líneas limpias y calce amplio lo convierte en una prenda versátil, fácil de combinar con remeras, sweaters, camisas o blazers. Cuenta con cinco bolsillos funcionales y pinzas en la rodilla que aportan un detalle distintivo al diseño, además de mayor movimiento y una silueta actual. Confeccionado en algodón, ofrece una textura firme y confortable para el uso diario. Detalles Pantalón de gabardina Tiro alto Cinco bolsillos funcionales Pinzas en la rodilla Calce cómodo y versátil Diseño moderno y urbano Composición 100% Algodón Cuidados Lavar a máquina con agua fría Lavar con colores similares No usar lavandina No usar secadora Plancha tibia Secar a la sombra Referencia de talle La modelo mide 1,72 m y usa talle S.",100% Algodón,"[{""name"":""Gris"",""sizes"":{""S"":6,""M"":15,""L"":11}}]","hotsale26,oportunidades,oportunidades25,pantalon,pantdiscontinuo,winter25",0,6,15,11,0,0,active
Pantalón Amalia,Sail,Pantalones,151200,75600,https://cdn.shopify.com/s/files/1/0626/3681/8625/files/37020601_PANTALON_AMALIA_NEGRO_06_1.jpg?v=1749475068,"Pantalón de gabardina gamuzada tiro medio. Posee pinzas y largo hasta el tobillo. Composición: 65% algodón - 32% poliéster - 3% elastano Referencia de talle: La modelo mide 1,74 m y usa talle S.",65% algodón - 32% poliéster - 3% elastano,"[{""name"":""Negro"",""sizes"":{""S"":9,""M"":3,""L"":7,""XL"":6}}]","oportunidades,oportunidades25,pantalon,pantdiscontinuo,sastreria,winter25",0,9,3,7,6,0,active
Pantalon Dvo Nadia,Sail,Pantalones,58800,29400,https://cdn.shopify.com/s/files/1/0626/3681/8625/files/38650202_PANTALON_DVO_NADIA_GRIS_01.png?v=1757075047,"Jogging de rústico de calce cómodo y silueta amplia, ideal para acompañar looks relajados y urbanos. Su diseño con cintura elastizada brinda un ajuste confortable, mientras que la pata ancha aporta movimiento y un estilo moderno. Presenta imagen de marca estampada en la parte trasera, sumando un detalle distintivo al diseño. Confeccionado en un tejido suave y con caída, es una prenda versátil para combinar con buzos, remeras o tops en outfits comfy para todos los días. Detalles Jogging de rústico Cintura con elástico Pata ancha Calce cómodo y relajado Imagen de marca estampada en trasero Tejido suave y confortable Ideal para looks casuales y deportivos Composición 82% Poliéster - 13% Rayón - 5% Elastano Cuidados Lavar a mano o en ciclo delicado con agua fría Lavar del revés para proteger la estampa No usar lavandina No usar secadora Secar a la sombra Plancha suave del revés, evitando la estampa Referencia de talle La modelo mide 1,72 m y está usando talle S.",82% Poliéster - 13% Rayón - 5% Elastano,"[{""name"":""Gris"",""sizes"":{""S"":18,""M"":9,""L"":19,""XL"":21}},{""name"":""Negro"",""sizes"":{""S"":16,""M"":12,""L"":3,""XL"":18}}]","active,hotsale26,lanzamiento,navidad25,oportunidades25,pantalon,pantalonss26,verano26",0,34,21,22,39,0,active
Pantalon Emilia,Sail,Pantalones,84000,42000,https://cdn.shopify.com/s/files/1/0626/3681/8625/files/Pantalon_Emilia.jpg?v=1764157253,"Pantalón sastrero wide leg de tiro alto, confeccionado en tejido de rayón y tencel de caída fluida y tacto suave. Su diseño con pinzas delanteras aporta estructura y realza la silueta, mientras que la pierna amplia suma movimiento y un look elegante y moderno. Es una prenda versátil, ideal para combinar con tops, camisas, sweaters o blazers en outfits tanto casuales como más sofisticados. Su textura liviana y acabado suave lo convierten en una opción cómoda y femenina para distintas ocasiones. Detalles Pantalón sastrero Wide leg Tiro alto Pinzas delanteras Caída fluida Tacto suave Calce elegante y cómodo Composición 50% Rayón - 50% Tencel Cuidados Lavar a mano con agua fría No usar lavandina No retorcer Secar a la sombra No usar secadora Plancha suave del revés si es necesario Referencia de talle La modelo mide 1,72 m y está usando talle S.",50% Rayón - 50% Tencel,"[{""name"":""Negro"",""sizes"":{""S"":10,""M"":6,""L"":3,""XL"":8}},{""name"":""Vison"",""sizes"":{""S"":8,""M"":4,""L"":3,""XL"":4}},{""name"":""Grafito"",""sizes"":{""S"":6,""M"":9,""L"":10,""XL"":8}}]","hotsale26,lanzamiento,navidad25,oportunidades25,pantalon,pantalonss26,sastreria,verano26",0,24,19,16,20,0,active
Pantalón Myrna,Sail,Pantalones,84720,42360,https://cdn.shopify.com/s/files/1/0626/3681/8625/files/37030175PANTALONMYRNAMILITAR07_9a98c84e-d542-4581-8848-884d01405d0f.jpg?v=1749484321,"Pantalón sastrero de tiro alto confeccionado en crepe de punto, ideal para lograr looks cómodos, elegantes y versátiles. Su silueta recta y su calce favorecedor acompañan la figura con suavidad, mientras que el tejido con elasticidad brinda mayor confort para el uso diario. Presenta bolsillos ojal delanteros simulados que aportan un detalle sutil de inspiración sastrera y un diseño limpio, fácil de combinar con camisas, sweaters, tops o blazers en outfits casuales o más arreglados. Detalles Pantalón sastrero Tiro alto Crepe de punto Calce cómodo y favorecedor Bolsillos ojal delanteros simulados Diseño versátil y elegante Composición Poliéster - Elastano Cuidados Lavar a mano o en ciclo delicado con agua fría No usar lavandina No usar secadora Secar a la sombra Plancha suave del revés si es necesario No retorcer Referencia de talle La modelo mide 1,74 m y usa talle S.",Poliéster - Elastano,"[{""name"":""Militar"",""sizes"":{""S"":5,""M"":21,""L"":9,""XL"":9}}]","delfi,hotsale26,oportunidades,oportunidades25,pantalon,pantdiscontinuo,winter25",0,5,21,9,9,0,active
Pantalon Donatella,Sail,Pantalones,79380,39690,https://cdn.shopify.com/s/files/1/0626/3681/8625/files/37510201PANTALONDONATELLANEGRO07_55a944d7-d6f6-44e9-8574-9e0fe8838eb1.jpg?v=1749486582,"Pantalón de PU de tiro medio con calce recto slim, ideal para sumar un look moderno, urbano y sofisticado. Su diseño de líneas limpias estiliza la silueta y aporta un acabado símil cuero que eleva cualquier outfit, tanto de día como de noche. Cuenta con cinco bolsillos funcionales y una estructura cómoda que se adapta al cuerpo sin perder su forma. Es una prenda versátil para combinar con sweaters, camisas, remeras o blazers en propuestas más casuales o más arregladas. Detalles Pantalón de PU Tiro medio Calce recto slim Efecto símil cuero Cinco bolsillos funcionales Diseño moderno y versátil Ideal para looks urbanos y de noche Composición 60% PU - 40% Poliéster Cuidados Limpiar con paño húmedo No lavar a máquina No usar lavandina No usar secadora No planchar directamente sobre el material Guardar colgado y evitar la exposición prolongada al sol Referencia de talle La modelo mide 1,74 m y usa talle S.",60% PU - 40% Poliéster,"[{""name"":""Negro"",""sizes"":{""S"":18,""M"":8,""L"":17}}]","bestseller,delfi,hotsale26,Noche,oportunidades,oportunidades25,pantalon,pantdiscontinuo,specialprice,winter25",0,18,8,17,0,0,active
Pantalon Becky,Sail,Pantalones,118500,59250,https://cdn.shopify.com/s/files/1/0626/3681/8625/files/37510301PANTALONBECKYNEGRO09_f10bbb2d-9586-42ec-9b68-accb421191a3.jpg?v=1749497469,"Pantalón de Pu animal print, recto slim, tiro medio. Tiene 5 bolsillos. Composición: 60% Poliéster - 40% poliuretano. Referencia de talle: La modelo 1,74 m y usa talle S.",60% Poliéster - 40% poliuretano.,"[{""name"":""Negro"",""sizes"":{""S"":10,""M"":9,""L"":12}}]","Noche,pantalon,specialprice,winter25",0,10,9,12,0,0,active
Pantalon Marga,Sail,Pantalones,119700,59850,https://cdn.shopify.com/s/files/1/0626/3681/8625/files/38031401PANTALONMARGANEGRO01.jpg?v=1761676566,"Pantalón wide leg, pinzado con bolsillo delantero simulado. Composición: 87% rayón - 13% nylon Referencia de talle: La modelo mide 1,72m y está usando talle S.",87% rayón - 13% nylon,"[{""name"":""Negro"",""sizes"":{""S"":11,""M"":15,""L"":5,""XL"":11}}]","lanzamiento,navidad25,oportunidades25,pantalon,pantalonss26,verano26",0,11,15,5,11,0,active
Jean Wide Leg Miranda,Sail,Pantalones,100700,50350,https://cdn.shopify.com/s/files/1/0626/3681/8625/files/37010114_JEAN_WIDE_LEG_MIRANDA_BEIGE_06_1_3.jpg?v=1749483268,"Jean tiro alto wide leg con bolsillos cargo. Un diseño amplio y relajado con un ajuste cómodo en la cintura y caída suelta en la pierna. Posee bolsillos laterales tipo cargo con solapa, además de los clásicos bolsillos delanteros y traseros. Composición: 100% Algodón. Referencia de talle: La modelo mide 1,72 m y usa talle 26. Podés encontrar la guía de talles específica en la última foto del carrousel.",100% Algodón.,"[{""name"":""Beige"",""sizes"":{""23"":4,""24"":5,""25"":4,""26"":7,""28"":7,""30"":6,""32"":5,""34"":5,""36"":7}},{""name"":""Verde Inglés"",""sizes"":{""23"":3,""24"":6,""25"":4,""26"":3,""28"":7,""30"":4,""32"":5,""34"":5,""36"":3}}]","denim,essential,jean,pantalon,winter25",7,11,8,10,14,10,active
Pantalon Anica,Sail,Pantalones,79800,39900,https://cdn.shopify.com/s/files/1/0626/3681/8625/files/38510201_PANTALON_ANICA_NEGRO_01-Zoe-Studio_Caramel.png?v=1764183610,"Pantalón de seda tencel tiro alto wide leg con elástico en la cintura y zocalo ancho en botamanga. Composición: 50% Rayón - 50% Tencel Referencia de talle: La modelo mide 1,72m y está usando talle S.",50% Rayón - 50% Tencel,"[{""name"":""Negro"",""sizes"":{""S"":17,""M"":3,""L"":3}}]","lanzamiento,navidad25,oportunidades25,pantalon,pantalonss26,verano26",0,17,3,3,0,0,active
Calza Dva Ruth,Sail,Pantalones,68250,34125,https://cdn.shopify.com/s/files/1/0626/3681/8625/files/38600201_CALZA_DVA_RUTH_NEGRO_01.jpg?v=1763559056,"Calza deportiva de Saplex estampado con elástico en cintura. Composición: Poliéster - Elastano Referencia de talle: La modelo mide 1,72m y está usando talle S.",Poliéster - Elastano,"[{""name"":""Negro"",""sizes"":{""S"":19,""M"":20,""L"":9}},{""name"":""Gris Topo"",""sizes"":{""S"":15,""M"":16,""L"":3}}]","active,lanzamiento,navidad25,oportunidades25,pantalon,pantalonss26,verano26",0,34,36,12,0,0,active
Pantalon Juliana,Sail,Pantalones,100800,50400,https://cdn.shopify.com/s/files/1/0626/3681/8625/files/37030616PANTALONJULIANACAMEL08_c8f69377-21e7-4430-a84a-ee01434d182e.jpg?v=1749487371,"Jogging de lanilla wide leg con cintura ancha con elástico y tira para fruncir. Tiene alforza centrada a lo largo de cada pierna. Composición: 83% poliéster -12% rayón- 5% elastano Referencias de talle: La modelo mide 1,72 m y usa talle S.",83% poliéster -12% rayón- 5% elastano,"[{""name"":""Camel"",""sizes"":{""S"":10,""M"":10,""L"":13,""XL"":16}}]","delfi,oportunidades,oportunidades25,pantalon,pantdiscontinuo,winter25",0,10,10,13,16,0,active
Pantalón Muriel,Sail,Pantalones,113400,56700,https://cdn.shopify.com/s/files/1/0626/3681/8625/files/37030475_PANTALON_MURIEL_MILITAR_09_90a5602d-f87b-4a27-92f4-a25a9dce2c31.jpg?v=1749481652,"Confeccionado en sarga de punto, este pantalón de corte wide leg ofrece un calce holgado y cómodo. Su cintura con elástico se ajusta con facilidad, brindando mayor confort. Puede combinarse con la Remera Muriel para lograr el set completo. Composición: 65% poliéster – 30% rayón – 5% elastano. Referencia de talle: La modelo mide 1,72 m y usa talle S.",65% poliéster – 30% rayón – 5% elastano.,"[{""name"":""Militar"",""sizes"":{""S"":9,""M"":5,""L"":7}},{""name"":""Arena"",""sizes"":{""S"":9,""M"":7,""L"":8}}]","delfi,essential,pantalon,winter25",0,18,12,15,0,0,active
Pantalón Tamara,Sail,Pantalones,115500,57750,https://cdn.shopify.com/s/files/1/0626/3681/8625/files/37030310_PANTALON_TAMARA_BLANCO_08_587349c5-18e1-4ed3-829c-9fdb6d06152f.jpg?v=1749487041,"Pantalón de tela sastrera rayada con lurex, tiro medio con elástico en la cintura. Posee largo tobillero. Composición: 97% poliéster - 3% elastano Referencia de talle: La modelo del color blanco mide 1,72 m y usa talle S.",97% poliéster - 3% elastano,"[{""name"":""Blanco"",""sizes"":{""S"":5,""M"":4,""L"":15,""XL"":8}}]","delfi,essential,pantalon,sastreria,winter25",0,5,4,15,8,0,active
Pantalon Leila,Sail,Pantalones,72380,36190,https://cdn.shopify.com/s/files/1/0626/3681/8625/files/37080101PANTALONLEILANEGRO08_6bca526d-1f17-48f8-9e4f-e2ca11b66ee1.jpg?v=1749495528,"Jogging de rústico de calce cómodo y silueta slim, ideal para acompañar looks casuales y urbanos de todos los días. Su diseño combina practicidad y confort, con cintura elastizada que se adapta al cuerpo y bolsillos delanteros funcionales que suman comodidad en el uso diario. Además, posee bordado de marca en la cintura trasera como detalle distintivo. Está confeccionado con fibras de poliéster reciclado, contribuyendo a la reutilización de materiales y a una propuesta más consciente, inspirada en la filosofía Zero Waste. Detalles Jogging de rústico Cintura con elástico Bolsillos delanteros Calce cómodo y versátil Bordado de marca en cintura trasera Confeccionado con poliéster reciclado Inspirado en filosofía Zero Waste Composición 100% Poliéster Cuidados Lavar a mano o en ciclo delicado con agua fría Lavar con colores similares No usar lavandina No usar secadora Secar a la sombra Plancha suave del revés si es necesario Referencia de talle La modelo mide 1,74 m y usa talle S.",100% Poliéster,"[{""name"":""Negro"",""sizes"":{""S"":7,""M"":4,""L"":8,""XL"":5}},{""name"":""Gris"",""sizes"":{""S"":5,""M"":15,""L"":11,""XL"":7}}]","delfi,hotsale26,oportunidades,oportunidades25,pantalon,pantdiscontinuo,winter25",0,12,19,19,12,0,active
Pantalón Alaia,Sail,Pantalones,65100,32550,https://cdn.shopify.com/s/files/1/0626/3681/8625/files/36080104PANTALONALAIACONJUNTOGRISCLARO09_1_1b39a43d-fd41-447e-ba9d-f48651b7af06.jpg?v=1753712647,"Pantalón de towel oxford con elástico en cintura. Composición: poliéster - rayón. También podés encontrar el Buzo Alaia que hace hace el conjunto. Referencia de talles: La modelo del color gris claro mide 1,68m y está usando talle S. La modelo del color verde menta mide 1,74m y está usando talle S.",poliéster - rayón.,"[{""name"":""Gris Claro"",""sizes"":{""S"":7,""M"":17,""L"":14}},{""name"":""Verde Menta"",""sizes"":{""S"":3,""M"":18,""L"":20}}]","Active,delfi,oportunidades,oportunidades25,pantalon,pantalonsale,pantdiscontinuo,playa,verano25",0,10,35,34,0,0,active
