name,brand,category,price,cost,imageUrl,description,material,colors,tags,XS,S,M,L,XL,XXL,status
Sweater Filomena,Sail,Buzos y Sweaters,29400,14700,https://cdn.shopify.com/s/files/1/0626/3681/8625/files/39310301SWEATERFILOMENA03.jpg?v=1772037010,Sweater crop manga larga con escote redondo. Composición: Algodón - Poliéster Referencia de talle: La modelo mide 1.71m y usa talle S.,Algodón - Poliéster,"[{""name"":""Negro"",""sizes"":{""XS"":9,""S"":25,""M"":14,""L"":3,""XL"":24}}]","invierno26,sweater",9,25,14,3,24,0,active
Buzo Dvo Trinidad,Sail,Buzos y Sweaters,59220,29610,https://cdn.shopify.com/s/files/1/0626/3681/8625/files/38630104_BUZO_DVO_TRINIDAD_GRIS_CLARO_01-Liv-Warm_Studio.png?v=1763558451,"Buzo de rústico bondeado manga larga escote redondo. Tiene manga caída y costuras en bordador. Posee imagen de marca estampada en la espalda Composición: Poliéster - Rayón - Elastano Referencia de talle: La modelo mide 1,72m y está usando talle S.",Poliéster - Rayón - Elastano,"[{""name"":""Gris Claro"",""sizes"":{""S"":7,""M"":11,""L"":20,""XL"":12}},{""name"":""Negro"",""sizes"":{""S"":13,""M"":19,""L"":4,""XL"":12}}]","Active,buzo,buzodiscontinuo,buzoss26,hotsale26,lanzamiento,navidad25,oportunidades25,playa,sweaterdiscontinuo,verano26",0,20,30,24,24,0,active
Sweater Guillermina,Sail,Buzos y Sweaters,56700,28350,https://cdn.shopify.com/s/files/1/0626/3681/8625/files/38310101SWEATERGUILLERMINANEGRO01-Brooklyn-Studio.png?v=1762361711,"Sweater de lanilla soft con manga caída y escote en v. Posee recortes en delantero, mangas y canesú, con terminación al corte. Composición: 60% Viscosa 35% Poliéster 5% Spandex Referencia de talle: La modelo mide 1,72m y está usando talle S.",60% Viscosa 35% Poliéster 5% Spandex,"[{""name"":""Negro"",""sizes"":{""S"":10,""M"":15,""L"":19}},{""name"":""Militar"",""sizes"":{""S"":4,""M"":7,""L"":18}}]","lanzamiento,navidad25,oportunidades25,sweater,sweaterdiscontinuo,verano26",0,14,22,37,0,0,active
Sweater Victoria,Sail,Buzos y Sweaters,44100,22050,https://cdn.shopify.com/s/files/1/0626/3681/8625/files/38310237_SWEATER_VICTORIA_VISON_01-Veronica-Studio_Caramel.png?v=1764349675,"Sweater confeccionado en hilado flamé de textura suave y liviana, ideal para looks relajados y cómodos de todos los días. Su diseño con capucha y calce holgado aporta un estilo moderno y versátil, perfecto para combinar con denim o prendas deportivas. Cuenta con mangas amplias de hombro caído, tiras de ajuste en capucha y recortes delanteros que estilizan la prenda. Además, posee bolsillos laterales funcionales que suman practicidad y confort. Detalles Sweater de hilado flamé Capucha con tiras de ajuste Manga larga con hombro caído Recortes delanteros Bolsillos laterales Calce cómodo y relajado Textura suave y liviana Composición 68% Poliéster, 28% Nylon, 4% Spandex Cuidados Lavar a mano con agua fría No usar lavandina No usar secadora Secar extendido a la sombra Plancha suave si es necesario Referencia de talle La modelo mide 1,72 m y está usando talle S.","68% Poliéster, 28% Nylon, 4% Spandex","[{""name"":""Vison"",""sizes"":{""S"":6,""M"":19,""L"":10,""XL"":21}},{""name"":""Azul"",""sizes"":{""S"":18,""M"":9,""L"":6,""XL"":14}}]","hotsale26,lanzamiento,navidad25,oportunidades25,playa,sweater,sweaterdiscontinuo,verano26",0,24,28,16,35,0,active
Buzo Alaia,Sail,Buzos y Sweaters,65100,32550,https://cdn.shopify.com/s/files/1/0626/3681/8625/files/36300304BUZOALAIACONJUNTOGRISCLARO10.jpg?v=1749047025,"Buzo crop con cuello redondo y manga larga con capucha. Composición: poliéster - rayón. También podés encontrar el Pantalón Alaia que hace hace el conjunto. Referencia de talles : La modelo que usa color gris mide 1,68m y está usando talle S. La modelo que usa color verde menta mide 1,74m y está usando talle S.",poliéster - rayón.,"[{""name"":""Gris Claro"",""sizes"":{""S"":7,""M"":3,""L"":14}},{""name"":""Verde Menta"",""sizes"":{""S"":20,""M"":11,""L"":7}}]","Active,buzo,buzosweater,delfi,oportunidades,oportunidades25,sweaterdiscontinuo,verano25",0,27,14,21,0,0,active
Sweater Abril,Sail,Buzos y Sweaters,60480,30240,https://cdn.shopify.com/s/files/1/0626/3681/8625/files/37320170_SWEATER_ABRIL_VERDE_03.jpg?v=1749569693,"Sweater tejido de calce relajado con escote redondo y diseño minimalista. Confeccionado en tejido suave y liviano, ideal para usar todo el año. Presenta tajos laterales en el ruedo que aportan movimiento y comodidad, junto con terminaciones en rulo que le dan un detalle moderno y descontracturado. Su silueta versátil lo convierte en un básico fácil de combinar con jeans, pantalones sastreros o prendas de denim para un look casual y femenino. Detalles Escote redondo Tajos laterales Terminaciones en rulo Calce relajado Tejido suave y liviano Composición Viscosa - Nylon - Poliéster Cuidados de la prenda Lavar a mano con agua fría No usar lavandina Secar en plano para conservar la forma No retorcer Plancha suave del revés No usar secadora Referencias de talle: La modelo del color azul y verde mide 1,74 m y usa talle S. La modelo del color amarillo mide 1,72 m y usa talle S.",Viscosa - Nylon - Poliéster,"[{""name"":""Verde"",""sizes"":{""S"":3,""M"":11,""L"":21}},{""name"":""Amarillo"",""sizes"":{""S"":4,""M"":3,""L"":12}},{""name"":""Francia"",""sizes"":{""S"":14,""M"":5,""L"":20}}]","buzosweater,delfi,hotsale26,oportunidades25,sweater,sweaterdiscontinuo,winter25",0,21,19,53,0,0,active
Sweater Yoko,Sail,Buzos y Sweaters,45360,22680,https://cdn.shopify.com/s/files/1/0626/3681/8625/files/383103_SWEATER_YOKO_NEGRO_01_c5d8530e-aa1c-4dd3-a1e4-d838df5342c0.png?v=1760451560,"Sweater de lanilla soft de calce relajado, ideal para sumar comodidad y suavidad a los looks de todos los días. Confeccionado en tejido liviano y confortable, presenta escote redondo y una silueta versátil que se adapta fácilmente a distintos estilos. Cuenta con recortes en frente y espalda que aportan un detalle moderno y diferencial, además de tajos laterales y puños anchos que brindan mayor movimiento y un acabado descontracturado. Perfecto para combinar con jeans, pantalones sastreros o prendas comfy en outfits casuales y urbanos. Detalles Escote redondo Recortes en frente y espalda Tajos laterales Puños anchos Calce relajado Lanilla soft suave y confortable Composición 60% Viscosa - 35% Poliéster - 5% Spandex Cuidados Lavar a mano con agua fría No usar lavandina Secar en plano No retorcer No usar secadora Plancha suave del revés si es necesario Referencia de talle: La modelo mide 1,72m y está usando talle S.",60% Viscosa - 35% Poliéster - 5% Spandex,"[{""name"":""Negro"",""sizes"":{""S"":3,""M"":9,""L"":15}},{""name"":""Camel"",""sizes"":{""S"":21,""M"":6,""L"":5}},{""name"":""Menta"",""sizes"":{""S"":16,""M"":7,""L"":6}}]","hotsale26,lanzamiento,navidad25,oportunidades25,sweater,sweaterdiscontinuo,verano26",0,40,22,26,0,0,active
Buzo Melina,Sail,Buzos y Sweaters,69300,34650,https://cdn.shopify.com/s/files/1/0626/3681/8625/files/36300705_BUZO_MELINA_CONJUNTO_GRIS_MEDIO_09.jpg?v=1749046989,"Buzo de rustico con manga larga y escote redondo con bolsillo canguro. Composición: viscosa - elastano. También podés encontrar el Pantalón Melina que hace hace el conjunto. Referencia de talle: La modelo mide 1,65m y está usando talle S.",viscosa - elastano.,"[{""name"":""Gris Medio"",""sizes"":{""S"":12,""M"":9,""L"":6}}]","buzo,buzodiscontinuo,buzosweater,oportunidades,oportunidades25,pantdiscontinuo,sweaterdiscontinuo,verano25",0,12,9,6,0,0,active
Sweater Tejido Dana,Sail,Buzos y Sweaters,127040,63520,https://cdn.shopify.com/s/files/1/0626/3681/8625/files/37321301SWEATERTEJIDODANANEGRO12.jpg?v=1748986732,"Sweater tejido confeccionado en viscosa, ideal para sumar un look cómodo y moderno a los outfits de todos los días. Su diseño de calce regular con mangas caídas aporta una silueta relajada, mientras que el escote redondo y las rayas en dos tonos le dan un estilo clásico y actual. Presenta puños tejidos, largo irregular y tajos laterales que brindan mayor movimiento y una caída más cómoda. Una prenda versátil para combinar con jeans, pantalones sastreros o prendas de punto en looks casuales y urbanos. Detalles Sweater tejido en viscosa Escote redondo Calce regular Mangas caídas Puños tejidos Diseño rayado en dos colores Largo irregular Tajos laterales Tejido suave y confortable Composición 50% viscosa - 30% poliamida - 10% PBT - 10% lana Cuidados Lavar a mano con agua fría No usar lavandina Secar en plano No retorcer No usar secadora Plancha suave del revés si es necesario Referencia de talle La modelo mide 1,74 m y usa talle S.",50% viscosa - 30% poliamida - 10% PBT - 10% lana,"[{""name"":""Camel"",""sizes"":{""S"":16,""M"":5,""L"":16}}]","buzodiscontinuo,buzosweater,delfi,hotsale26,oportunidades,oportunidades25,sweater,sweaterdiscontinuo,winter25",0,16,5,16,0,0,active
Sweater Tejido Delfina,Sail,Buzos y Sweaters,165100,82550,https://cdn.shopify.com/s/files/1/0626/3681/8625/files/37320704_SWEATER_TEJIDO_DELFINA_GRIS_CLARO_13_3e36789b-521d-41d2-85c5-7ce7e3a10768.jpg?v=1749654848,"Sweater tejido con mangas caídas en punto morley y escote redondo. Tiene trenzas centrales al frente, puño ancho en terminación de ruedo y tajos laterales. Composición: 100% Acrílico Referencia de talle: La modelo de los colores gris y azul mide 1,74 m y usa talle S. Podés encontrar la table de talles específica de este sweater en la última foto del carrousel.",100% Acrílico,"[{""name"":""Gris Claro"",""sizes"":{""S"":5,""M"":3,""L"":10}}]","buzosweater,essential,sweater,sweaterdiscontinuo,winter25",0,5,3,10,0,0,active
Sweater Tejido Regina,Sail,Buzos y Sweaters,124300,62150,https://cdn.shopify.com/s/files/1/0626/3681/8625/files/37322630_SWEATER_TEJIDO_REGINA_NARANJA_07.jpg?v=1749658154,"Sweater tejido moulinado, calce regular, con mangas ranglan menguadas terminadas en puños anchos. Con escote redondo y apliques delantero. Composición: 100% Acrílico Referencia de talles: La modelo del color verde seco mide 1,74 m y usa talle S. La modelo del color naranja mide 1, 72 m y usa talle S.",100% Acrílico,"[{""name"":""Naranja"",""sizes"":{""S"":15,""M"":3,""L"":6}}]","buzosweater,sweater,sweaterdiscontinuo,winter25",0,15,3,6,0,0,active
Sweater Marga,Sail,Buzos y Sweaters,75600,37800,https://cdn.shopify.com/s/files/1/0626/3681/8625/files/37310502_SWEATER_MARGA_GRIS_10_ddc6ea10-ac01-447d-ab13-223a7662c3bb.jpg?v=1749581159,"Sweater símil waffle manga ranglan y escote redondo. Posee costuras al corte e imagen de marca bordada en el delantero. Composición: Algodón - Poliéster Referencia de talle: La modelo mide 1,73 m y usa talle S.",Algodón - Poliéster,"[{""name"":""Gris"",""sizes"":{""S"":17,""M"":16,""L"":4}}]","buzosweater,delfi,essential,sweater,sweaterdiscontinuo,winter25",0,17,16,4,0,0,active
Sweater Luna,Sail,Buzos y Sweaters,75600,37800,https://cdn.shopify.com/s/files/1/0626/3681/8625/files/37310815_SWEATER_LUNA_ARENA_01.jpg?v=1749580338,"Sweater de lanilla con manga larga caída y escote en v. Posee recortes en delantero, manga y canesú con terminaciones al corte. Composición: Viscosa - Poliéster Referencia de talle: La modelo del color arena mide 1,74 m y usa talle S Podés encontrar la tabla de talles específica de este sweater en la última foto del carrousel.",Viscosa - Poliéster,"[{""name"":""Arena"",""sizes"":{""S"":3,""M"":8,""L"":5}},{""name"":""Verde Seco"",""sizes"":{""S"":6,""M"":16,""L"":6}}]","buzosweater,delfi,essential,sweater,sweaterdiscontinuo,winter25",0,9,24,11,0,0,active
Sweater Agustina,Sail,Buzos y Sweaters,37800,18900,https://cdn.shopify.com/s/files/1/0626/3681/8625/files/36310113_SWEATER_AGUSTINA_OFF_WHITE_01_d3caf844-b090-4d97-9b74-44f8f386ff89.jpg?v=1749569902,"Sweater de lurex crop manga larga con escote redondo. Composición: Rayón - Poliéster - Poliamida. La modelo con la variante off white mide 1,79m y está usando un talle S. La modelo con la variante gris medio mide 1,74m y está usando un talle S.",Rayón - Poliéster - Poliamida.,"[{""name"":""Off White"",""sizes"":{""XS"":18,""S"":4,""M"":17,""L"":19}},{""name"":""Gris Medio"",""sizes"":{""XS"":10,""S"":20,""M"":15,""L"":16}}]","buzodiscontinuo,buzosweater,delfi,oportunidades,oportunidades25,sweater,sweaterdiscontinuo,verano25",28,24,32,35,0,0,active
Buzo Ankara,Sail,Buzos y Sweaters,67200,33600,https://cdn.shopify.com/s/files/1/0626/3681/8625/files/36301414BUZOANKARABEIGE06.jpg?v=1742309762,"Buzo de rustico manga larga con capucha y bolsillo. Tiene bordado en delantero. Composición: algodón - poliéster. Referencia color beige: La modelo mide 1,75m y está usando talle S.",algodón - poliéster.,"[{""name"":""Beige"",""sizes"":{""S"":20,""M"":5,""L"":11}},{""name"":""Blanco"",""sizes"":{""S"":3,""M"":11,""L"":5}}]","buzo,buzodiscontinuo,buzosweater,delfi,oportunidades,oportunidades25,playa,sweaterdiscontinuo,verano25",0,23,16,16,0,0,active
Sweater Tejido Diana,Sail,Buzos y Sweaters,111300,55650,https://cdn.shopify.com/s/files/1/0626/3681/8625/files/38320496_SWEATER_TEJIDO_DIANA_RAYAS_01_ce683b70-156a-47d2-b5b7-1b1cc9150dac.jpg?v=1764773029,"Sweater de algodón, con rayas finas a contra tono, con manga caída, escote en v, con puños en terminación de mangas y cuerpo. Composición: 100% Algodón Referencia de talle: La modelo mide 1,72m y está usando talle S.",100% Algodón,"[{""name"":""Rayas"",""sizes"":{""S"":12,""M"":15,""L"":13}}]","oportunidades25,sweater,sweaterdiscontinuo,verano26",0,12,15,13,0,0,active
Buzo Marta,Sail,Buzos y Sweaters,69300,34650,https://cdn.shopify.com/s/files/1/0626/3681/8625/files/36300915BUZOMARTAARENA11.jpg?v=1749046834,"Buzo deportivo ancho de manga larga y capucha con media cartera. Tiene cierre en acceso delantero y bolsillo tipo anorak. Composición: rayón - elastano. Referencia Arena : La modelo mide 1,65m y está usando talle S. Referencia Off White : La modelo mide 1,72m y está usando talle S.",rayón - elastano.,"[{""name"":""Arena"",""sizes"":{""S"":8,""M"":21,""L"":10}},{""name"":""Off White"",""sizes"":{""S"":19,""M"":4,""L"":15}}]","Active,buzo,buzodiscontinuo,buzosweater,delfi,oportunidades,oportunidades25,sweaterdiscontinuo,verano25",0,27,25,25,0,0,active
Buzo Leila,Sail,Buzos y Sweaters,83200,41600,https://cdn.shopify.com/s/files/1/0626/3681/8625/files/37300204_BUZO_LEILA_GRIS_CLARO_09.jpg?v=1749046807,"Buzo de Rustico manga larga con escote redondo y capucha. Posee estampa de flores en el delantero. Este producto está confeccionado con fibras de poliéster reciclado, contribuyendo a la reutilización de materiales y reduciendo el impacto ambiental. Inspirado en la filosofía Zero Waste, busca minimizar el desperdicio y fomentar un consumo más responsable. Composición: 100% Poliéster. Referencia: La modelo del color negro mide 1,74 m y usa talle S.",100% Poliéster.,"[{""name"":""Gris Claro"",""sizes"":{""S"":22,""M"":15,""L"":6,""XL"":20}}]","buzo,buzodiscontinuo,buzosweater,delfi,oportunidades,oportunidades25,playa,sweaterdiscontinuo,winter25",0,22,15,6,20,0,active
Buzo Mabel,Sail,Buzos y Sweaters,94800,47400,https://cdn.shopify.com/s/files/1/0626/3681/8625/files/37300901BUZOMABELNEGRO07.jpg?v=1749046222,"Buzo de rústico estampado de manga larga, ideal para sumar comodidad y un toque de diseño a los looks de todos los días. Su estampa integral le da personalidad a la prenda, mientras que el tejido suave y confortable lo convierte en una opción práctica para usar en outfits casuales y relajados. Cuenta con capucha integrada y bolsillo canguro en el delantero, aportando funcionalidad y abrigo. Su calce cómodo lo hace perfecto para combinar con leggings, joggers o jeans en propuestas urbanas y versátiles. Detalles Buzo de rústico estampado Manga larga Capucha integrada Bolsillo canguro delantero Calce cómodo y relajado Tejido suave y confortable Diseño versátil para uso diario Composición Algodón - Poliéster Cuidados Lavar a mano o en ciclo delicado con agua fría Lavar del revés para proteger la estampa No usar lavandina No usar secadora Secar a la sombra Plancha suave del revés, evitando la estampa Referencia de talle La modelo mide 1,72 m y usa talle S.",Algodón - Poliéster,"[{""name"":""Negro"",""sizes"":{""S"":3,""M"":13,""L"":21,""XL"":21}}]","buzo,delfi,hotsale26,sweaterdiscontinuo,winter25",0,3,13,21,21,0,active
Cárdigan Tejido Bianca,Sail,Buzos y Sweaters,69090,34545,https://cdn.shopify.com/s/files/1/0626/3681/8625/files/383202_CARDIGAN_BIANCA_NEGRO_04_e0e531bb-1c40-4afb-a1ec-88e23b4cedea.png?v=1763490050,"Cárdigan tejido confeccionado en viscosa de tacto suave y liviano, ideal para completar looks cómodos y femeninos durante toda la temporada. Su diseño clásico con escote en V y cartera frontal con botones lo convierte en una prenda versátil y fácil de combinar. Presenta sisas menguadas que aportan una mejor caída y terminaciones en puños y ruedo que brindan un ajuste cómodo y prolijo. Perfecto para usar sobre remeras, camisas o tops en outfits casuales y urbanos. Detalles Cárdigan tejido Escote en V Cartera frontal con botones Sisas menguadas Puños tejidos Calce cómodo y femenino Tejido suave y liviano Composición 75% Viscosa - 25% Poliamida Cuidados Lavar a mano con agua fría No usar lavandina Secar en plano No retorcer No usar secadora Plancha suave del revés si es necesario Referencia de talle: La modelo mide 1,72m y está usando talle S.",75% Viscosa - 25% Poliamida,"[{""name"":""Negro"",""sizes"":{""S"":8,""M"":26,""L"":9}}]","hotsale26,lanzamiento,navidad25,oportunidades25,sacocardigan,sweaterdiscontinuo,verano26",0,8,26,9,0,0,active
Sweater Tejido Ailen,Sail,Buzos y Sweaters,81900,40950,https://cdn.shopify.com/s/files/1/0626/3681/8625/files/37323852_SWEATER_TEJIDO_AILEN_AERO_11.jpg?v=1749653045,"Sweater tejido tipo buzo de calce relajado, ideal para sumar abrigo y comodidad a los looks de todos los días. Diseñado con mangas caídas y capucha, combina una estética casual con un tejido suave y confortable. Presenta terminaciones acanaladas en puños y ruedo, además de aberturas laterales que aportan movimiento y un mejor calce. Su silueta amplia y versátil lo convierte en una prenda perfecta para combinar con jeans, pantalones tejidos o leggings en outfits urbanos y relajados. Detalles Capucha integrada Mangas caídas Calce regular relajado Terminaciones acanaladas Aberturas laterales Tejido suave y confortable Composición 85% acrílico - 15% poliamida Cuidados Lavar a mano con agua fría No usar lavandina Secar en plano No retorcer No usar secadora Plancha suave del revés si es necesario Referencias de talles: La modelo del color rojo mide 1,72 m y usa talle S. La modelo del color aero mide 1,74 m y usa talle S.",85% acrílico - 15% poliamida,"[{""name"":""Aero"",""sizes"":{""S"":10,""M"":10,""L"":13}},{""name"":""Pistacho"",""sizes"":{""S"":4,""M"":8,""L"":15}},{""name"":""Rojo"",""sizes"":{""S"":7,""M"":4,""L"":7}}]","buzosweater,delfi,hotsale26,sweater,sweaterdiscontinuo,winter25",0,21,22,35,0,0,active
